page_id,text,label,Pattern Category,cleaned_text
257,"Shopper from Saint John, NB viewed Lenovo ThinkCentre M710t 10M9000RUS Desktop Computer 3 minutes ago!",1,Social Proof,"Shopper from Saint John, NB viewed Lenovo ThinkCentre M710t 10M9000RUS Desktop Computer 3 minutes ago!"
1434, Circa Punches ,0,Not Dark Pattern,Circa Punches
585,02:06:40 left to buy,1,Urgency,02:06:40 left to buy
1787,LOGIN/REGISTER,1,Misdirection,LOGIN/REGISTER
1295,Only 3 left In Stock,1,Scarcity,Only 3 left In Stock
882,"You may change the items in your order, or cancel the Smartship at anytime, up until 3 days prior to the scheduled ship date of your Smartship by calling Customer Service at 1-800-518-0284.",1,Obstruction,"You may change the items in your order, or cancel the Smartship at anytime, up until 3 days prior to the scheduled ship date of your Smartship by calling Customer Service at 1-800-518-0284."
879,I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.,1,Forced Action,I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.
80,"Bobby in Decatur, United States just purchased",1,Social Proof,"Bobby in Decatur, United States just purchased"
112,"tuvia eisenberg Systematics in Tel Aviv, Israel purchased a",1,Social Proof,"tuvia eisenberg Systematics in Tel Aviv, Israel purchased a"
135,104 people viewed this product recently!,1,Social Proof,104 people viewed this product recently!
1434, Crossbody & Belt Bags ,0,Not Dark Pattern,Crossbody & Belt Bags
1317,"Metal - Brass , hollow from inside ",0,Not Dark Pattern,"Metal - Brass , hollow from inside"
664,• State-by-State Restrictions,0,Not Dark Pattern,• State-by-State Restrictions
10,"Crystal Li in Flushing, United States purchased a",1,Social Proof,"Crystal Li in Flushing, United States purchased a"
180,"Jeremy in Stockton, United States purchased a",1,Social Proof,"Jeremy in Stockton, United States purchased a"
1317, Alchemy Books ,0,Not Dark Pattern,Alchemy Books
719,JFN Ladies Flat Embroidered Slip-On Dirty Shoes Vintage Thong Sandals,0,Not Dark Pattern,JFN Ladies Flat Embroidered Slip-On Dirty Shoes Vintage Thong Sandals
1043,Limited Time!,1,Urgency,Limited Time!
1317, Rudraksha Recommendations ,0,Not Dark Pattern,Rudraksha Recommendations
766,Solar Powered Paw Print Ground Light,0,Not Dark Pattern,Solar Powered Paw Print Ground Light
1317,Crystal Shivlingas ,0,Not Dark Pattern,Crystal Shivlingas
1380,ONLY 1 LEFT IN STOCK,1,Scarcity,ONLY 1 LEFT IN STOCK
1130,There is only one product left!,1,Scarcity,There is only one product left!
1388,1 left in stock. Hurry!,1,Scarcity,1 left in stock. Hurry!
719,JFN Crew Neck Floral Vacation T-Shirt/Tee,0,Not Dark Pattern,JFN Crew Neck Floral Vacation T-Shirt/Tee
766, Indoor Festive Lights ,0,Not Dark Pattern,Indoor Festive Lights
1317,Only 7 left!,1,Scarcity,Only 7 left!
68,"Sabrina in Paraparaumu, New Zealand purchased a SCHO-KA-KOLA Schokakola energy Chocolate caffeine snack food MRE caffeinated ",1,Social Proof,"Sabrina in Paraparaumu, New Zealand purchased a SCHO-KA-KOLA Schokakola energy Chocolate caffeine snack food MRE caffeinated"
1295,Select Your Year,0,Not Dark Pattern,Select Your Year
1317, Brass Shankh ,0,Not Dark Pattern,Brass Shankh
971,IN HIGH DEMAND!,1,Scarcity,IN HIGH DEMAND!
1526,Only 3 Left In Stock,1,Scarcity,Only 3 Left In Stock
1304,Free Shipping*,0,Not Dark Pattern,Free Shipping*
342,"No thanks, I hate saving money",1,Misdirection,"No thanks, I hate saving money"
1518,Only a few left of this product!,1,Scarcity,Only a few left of this product!
719,JFN Scallop V Neck Solid Casual T-Shirt/Tee,0,Not Dark Pattern,JFN Scallop V Neck Solid Casual T-Shirt/Tee
429,"No Thanks, I don't like free stuff.",1,Misdirection,"No Thanks, I don't like free stuff."
386,"No thanks, I don't want any deals",1,Misdirection,"No thanks, I don't want any deals"
1622,Only: 9 in stock now,1,Scarcity,Only: 9 in stock now
1299,LESS THAN 8 LEFT IN STOCK!,1,Scarcity,LESS THAN 8 LEFT IN STOCK!
66, Businesses in the EU buying from a business in the same country are also charged VAT.,0,Not Dark Pattern,Businesses in the EU buying from a business in the same country are also charged VAT.
1317, ॐ Welcome to Devshoppe Sign In or Create an Account ,0,Not Dark Pattern,ॐ Welcome to Devshoppe Sign In or Create an Account
1317, Temple Locks ,0,Not Dark Pattern,Temple Locks
296,Sara from Philadelphia just saved $68 on her order.,1,Social Proof,Sara from Philadelphia just saved $68 on her order.
766, Payment Methods ,0,Not Dark Pattern,Payment Methods
1792,I already have this item. Do not add this to cart,1,Misdirection,I already have this item. Do not add this to cart
1317, Gemstone softwares ,0,Not Dark Pattern,Gemstone softwares
1304,Feeding Nightwear,0,Not Dark Pattern,Feeding Nightwear
825,Work Solid Simple Crew Neck Half Sleeve Top,0,Not Dark Pattern,Work Solid Simple Crew Neck Half Sleeve Top
66,Estimated VAT overview,0,Not Dark Pattern,Estimated VAT overview
1317, Kyanite Beads ,0,Not Dark Pattern,Kyanite Beads
44,"Jim in Houston, USA purchased Pure Ratios: Hemp Oil CBD Patch (40mg CBD)",1,Social Proof,"Jim in Houston, USA purchased Pure Ratios: Hemp Oil CBD Patch (40mg CBD)"
1304,Long Sleeves Nightwear,0,Not Dark Pattern,Long Sleeves Nightwear
1200,"HURRY, THERE ARE ONLY 9 ITEM(S) LEFT!",1,Scarcity,"HURRY, THERE ARE ONLY 9 ITEM(S) LEFT!"
1275,Only 5 left,1,Scarcity,Only 5 left
1304,Body Washes,0,Not Dark Pattern,Body Washes
1304,Cracked Nipples,0,Not Dark Pattern,Cracked Nipples
889,"If you wish to cancel a membership, please contact our Customer Services Department on UK: +44 808 164 8264 (standard local call charges will apply) or via email on customer.service@beautypie.com. You can also contact the Customer Services Department by post at: Beauty Pie Limited, Customer Service Department, The Point, 210 New Kings Road, London SW6 5NZ, United Kingdom. Please quote your order number in all correspondence.",1,Obstruction,"If you wish to cancel a membership, please contact our Customer Services Department on UK: +44 808 164 8264 (standard local call charges will apply) or via email on customer.service@beautypie.com. You can also contact the Customer Services Department by post at: Beauty Pie Limited, Customer Service Department, The Point, 210 New Kings Road, London SW6 5NZ, United Kingdom. Please quote your order number in all correspondence."
1702,FOR THE ULTIMATE EXPERIENCE: (Can select more than one),1,Misdirection,FOR THE ULTIMATE EXPERIENCE: (Can select more than one)
66, All consumers in the EU are charged VAT on the purchase of goods and services.,0,Not Dark Pattern,All consumers in the EU are charged VAT on the purchase of goods and services.
1317, No reviews yet Write a review ,0,Not Dark Pattern,No reviews yet Write a review
349,"NO THANKS, I DON'T WANT TO SAVE MONEY",1,Misdirection,"NO THANKS, I DON'T WANT TO SAVE MONEY"
1304,Nighty For Honeymoon,0,Not Dark Pattern,Nighty For Honeymoon
664,Shop All Vape Kits,0,Not Dark Pattern,Shop All Vape Kits
911,"How do I cancel my membership? We are confident you will enjoy your Premium Membership. If for any reason you are not completely satisfied within the first 30 days of your paid Annual Membership, we will refund 100% of your membership fee no questions asked. After 30 days we will refund your membership fee on a pro-rated basis. There are no refunds on Monthly Memberships. To obtain a refund, please contact us at 1-855-253-0822 or by email at wwgoasubscription@program-director.net.",1,Obstruction,"How do I cancel my membership? We are confident you will enjoy your Premium Membership. If for any reason you are not completely satisfied within the first 30 days of your paid Annual Membership, we will refund 100% of your membership fee no questions asked. After 30 days we will refund your membership fee on a pro-rated basis. There are no refunds on Monthly Memberships. To obtain a refund, please contact us at 1-855-253-0822 or by email at wwgoasubscription@program-director.net."
319,"No thanks, I’ll skip this amazing super-saver deal. I don’t need so many beautiful textures",1,Misdirection,"No thanks, I’ll skip this amazing super-saver deal. I don’t need so many beautiful textures"
825,Vacation One Shoulder Loosen Long Sleeve Woven Dress,0,Not Dark Pattern,Vacation One Shoulder Loosen Long Sleeve Woven Dress
66,Lease to Own conditions,0,Not Dark Pattern,Lease to Own conditions
211,156 sold in last 24 hours,1,Social Proof,156 sold in last 24 hours
707,Offer ends 0Hours:04Minutes:46Seconds,1,Urgency,Offer ends 0Hours:04Minutes:46Seconds
1317,Crystal Lotus Sriyantras ,0,Not Dark Pattern,Crystal Lotus Sriyantras
1304,Hair Care Remedies,0,Not Dark Pattern,Hair Care Remedies
1304,Colors,0,Not Dark Pattern,Colors
282,"Someone in Petaling Jaya, Malaysia just bought SNEAKERGUARD Midsole Paint Marker - BOOST White",1,Social Proof,"Someone in Petaling Jaya, Malaysia just bought SNEAKERGUARD Midsole Paint Marker - BOOST White"
825,Influencer Program,0,Not Dark Pattern,Influencer Program
1483,3 LEFT,1,Scarcity,3 LEFT
664, VUSE Alto Menthol Pods ,0,Not Dark Pattern,VUSE Alto Menthol Pods
1317, Crystal Beads ,0,Not Dark Pattern,Crystal Beads
1546,Only 5 pcs left!,1,Scarcity,Only 5 pcs left!
693,Complete your purchase within the next 12:18 minutes and receive 10% off,1,Urgency,Complete your purchase within the next 12:18 minutes and receive 10% off
1613,3 Left,1,Scarcity,3 Left
664," Synthetic nicotine | Strawberry, kiwi & pomegranate ",0,Not Dark Pattern,"Synthetic nicotine | Strawberry, kiwi & pomegranate"
664,› Sub Ohm Juice,0,Not Dark Pattern,› Sub Ohm Juice
766,Retro Cordless Edison Bulb Lamp,0,Not Dark Pattern,Retro Cordless Edison Bulb Lamp
1022,FREE SHIPPING // FOR A LIMITED TIME ONLY,1,Urgency,FREE SHIPPING // FOR A LIMITED TIME ONLY
897,"If your JR Plus membership has renewed automatically, you have seven (7) days after payment is taken to cancel your annual membership. You must contact Customer Service at (888) 574-3576 within this window and not have made any eligible purchase using the JR Plus service. You will then be provided with a full refund of your membership fee for the renewal year and the JR Plus service will be cancelled from your account. If you cancel during any renewal year after the seven (7) day window expires, you are not entitled to any refund of the renewal fee, even if you have not made any eligible purchase during the renewal term.",1,Obstruction,"If your JR Plus membership has renewed automatically, you have seven (7) days after payment is taken to cancel your annual membership. You must contact Customer Service at (888) 574-3576 within this window and not have made any eligible purchase using the JR Plus service. You will then be provided with a full refund of your membership fee for the renewal year and the JR Plus service will be cancelled from your account. If you cancel during any renewal year after the seven (7) day window expires, you are not entitled to any refund of the renewal fee, even if you have not made any eligible purchase during the renewal term."
1317, Books About Indian Culture ,0,Not Dark Pattern,Books About Indian Culture
164,"Mher from San Angelo, TX Recently made a purchase with Crossrope",1,Social Proof,"Mher from San Angelo, TX Recently made a purchase with Crossrope"
1304, Bra Panty Set ,0,Not Dark Pattern,Bra Panty Set
1425,"To start your return, simply click on the following button and add your return details. Once the form is filled, you will receive an email with shipping instructions for how to ship the item(s) to our warehouse.",0,Not Dark Pattern,"To start your return, simply click on the following button and add your return details. Once the form is filled, you will receive an email with shipping instructions for how to ship the item(s) to our warehouse."
833,Girls Trousers,0,Not Dark Pattern,Girls Trousers
1459,Office Supplies & Decor,0,Not Dark Pattern,Office Supplies & Decor
1425,Search Result:Search Results: ,0,Not Dark Pattern,Search Result:Search Results:
1446, Netherlands Antilles USD,0,Not Dark Pattern,Netherlands Antilles USD
1051,Switchers,0,Not Dark Pattern,Switchers
79,"Long Dress Style Beach Cover Up With Lace Detail Jessica in Metairie, United States",1,Social Proof,"Long Dress Style Beach Cover Up With Lace Detail Jessica in Metairie, United States"
1332,Limited quantity remaining,1,Scarcity,Limited quantity remaining
1424,2 LEFT,1,Scarcity,2 LEFT
1343,| Add to Compare,0,Not Dark Pattern,| Add to Compare
61, Eye Protection,0,Not Dark Pattern,Eye Protection
1450,Going Fast: Limited Quantities Left!,1,Scarcity,Going Fast: Limited Quantities Left!
1446,Free Embroidery Patterns,0,Not Dark Pattern,Free Embroidery Patterns
1174, EVO SP All EVO SP parts and accessories ,0,Not Dark Pattern,EVO SP All EVO SP parts and accessories
1446, Cayman Islands USD,0,Not Dark Pattern,Cayman Islands USD
833,Delivery & Offers Terms,0,Not Dark Pattern,Delivery & Offers Terms
1005,Sale ends soon:,1,Urgency,Sale ends soon:
1446, Mixed Media ,0,Not Dark Pattern,Mixed Media
1446, Jersey GBP,0,Not Dark Pattern,Jersey GBP
401,I'd rather pay full price,1,Misdirection,I'd rather pay full price
347,"No, I don't want a discount",1,Misdirection,"No, I don't want a discount"
1051,SAVE $300.00\nfor limited time,1,Urgency,SAVE $300.00\nfor limited time
1446,How to cast on,0,Not Dark Pattern,How to cast on
293,2+ people just viewed this product,1,Social Proof,2+ people just viewed this product
1146,Status:Only 3 left in stock,1,Scarcity,Status:Only 3 left in stock
1446,Tapestry Guide,0,Not Dark Pattern,Tapestry Guide
1459,Decades Shop,0,Not Dark Pattern,Decades Shop
1446,Only 2 left in stock!,1,Scarcity,Only 2 left in stock!
1446,All Cross Stitch Patterns,0,Not Dark Pattern,All Cross Stitch Patterns
1051,Accuscreens,0,Not Dark Pattern,Accuscreens
1051, BACK TO TOP ,0,Not Dark Pattern,BACK TO TOP
1232,ONLY 1 LEFT,1,Scarcity,ONLY 1 LEFT
833, Get The Look The Full Story Shop Now Read More ,0,Not Dark Pattern,Get The Look The Full Story Shop Now Read More
75,In other users' carts 59,1,Social Proof,In other users' carts 59
1588,Clearance! Only 4 left in stock.,1,Scarcity,Clearance! Only 4 left in stock.
153,Someone in Yanchep bought a 52mm Mechanical 'Performance' Boost Gauge - Blue/White 9 seconds ago,1,Social Proof,Someone in Yanchep bought a 52mm Mechanical 'Performance' Boost Gauge - Blue/White 9 seconds ago
61, Tires,0,Not Dark Pattern,Tires
1051,Photography Projector,0,Not Dark Pattern,Photography Projector
1672,Availability: In Stock Hurry! Only 8 Left!,1,Scarcity,Availability: In Stock Hurry! Only 8 Left!
1446,Christmas Craft Ideas,0,Not Dark Pattern,Christmas Craft Ideas
286,"Trey in Sparta, United States purchased Stealth Angel Ultra Lightweight & Portable Sleeping Bag about 45 minutes ago",1,Social Proof,"Trey in Sparta, United States purchased Stealth Angel Ultra Lightweight & Portable Sleeping Bag about 45 minutes ago"
